T/s,I_se/nA,Spalte1,I_P/nA,Type
8.1000E+00,2.388911,,,$\mathit{I}_\mathrm{PE}$
8.1500E+00,2.515994,,,$\mathit{I}_\mathrm{PE}$
8.2000E+00,2.722883,,,$\mathit{I}_\mathrm{PE}$
8.2500E+00,2.742701,,,$\mathit{I}_\mathrm{PE}$
8.3000E+00,2.905950,,,$\mathit{I}_\mathrm{PE}$
8.3500E+00,2.994400,,,$\mathit{I}_\mathrm{PE}$
8.4000E+00,3.173815,,,$\mathit{I}_\mathrm{PE}$
8.4500E+00,3.254891,,,$\mathit{I}_\mathrm{PE}$
8.5000E+00,3.224085,,,$\mathit{I}_\mathrm{PE}$
8.5500E+00,3.525697,,,$\mathit{I}_\mathrm{PE}$
8.6000E+00,3.472868,,,$\mathit{I}_\mathrm{PE}$
8.6500E+00,3.554901,,,$\mathit{I}_\mathrm{PE}$
8.7000E+00,3.752826,,,$\mathit{I}_\mathrm{PE}$
8.7500E+00,3.801434,,,$\mathit{I}_\mathrm{PE}$
8.8000E+00,3.890402,,,$\mathit{I}_\mathrm{PE}$
8.8500E+00,3.953364,,,$\mathit{I}_\mathrm{PE}$
8.9000E+00,4.291417,,,$\mathit{I}_\mathrm{PE}$
8.9500E+00,4.190329,,,$\mathit{I}_\mathrm{PE}$
9.0000E+00,4.389158,,,$\mathit{I}_\mathrm{PE}$
9.0500E+00,4.635078,,,$\mathit{I}_\mathrm{PE}$
9.1000E+00,4.500120,,,$\mathit{I}_\mathrm{PE}$
9.1500E+00,4.687872,,,$\mathit{I}_\mathrm{PE}$
9.2000E+00,4.776515,,,$\mathit{I}_\mathrm{PE}$
9.2500E+00,4.648664,,,$\mathit{I}_\mathrm{PE}$
9.3000E+00,4.714573,,,$\mathit{I}_\mathrm{PE}$
9.3500E+00,4.744655,,,$\mathit{I}_\mathrm{PE}$
9.4000E+00,4.832427,,,$\mathit{I}_\mathrm{PE}$
9.4500E+00,4.894551,,,$\mathit{I}_\mathrm{PE}$
9.5000E+00,4.858536,,,$\mathit{I}_\mathrm{PE}$
9.5500E+00,4.780159,,,$\mathit{I}_\mathrm{PE}$
9.6000E+00,4.679626,,,$\mathit{I}_\mathrm{PE}$
9.6500E+00,4.882076,,,$\mathit{I}_\mathrm{PE}$
9.7000E+00,4.860658,,,$\mathit{I}_\mathrm{PE}$
9.7500E+00,4.863385,,,$\mathit{I}_\mathrm{PE}$
9.8000E+00,4.941383,,,$\mathit{I}_\mathrm{PE}$
9.8500E+00,4.736449,,,$\mathit{I}_\mathrm{PE}$
9.9000E+00,4.772318,,,$\mathit{I}_\mathrm{PE}$
9.9500E+00,4.934650,,,$\mathit{I}_\mathrm{PE}$
1.0000E+01,4.892981,,,$\mathit{I}_\mathrm{PE}$
1.0100E+01,5.135511,,,$\mathit{I}_\mathrm{PE}$
1.0200E+01,4.960255,,,$\mathit{I}_\mathrm{PE}$
1.0300E+01,5.146732,,,$\mathit{I}_\mathrm{PE}$
1.0400E+01,5.428596,,,$\mathit{I}_\mathrm{PE}$
1.0500E+01,5.667921,,,$\mathit{I}_\mathrm{PE}$
1.0600E+01,5.843269,,,$\mathit{I}_\mathrm{PE}$
1.0700E+01,6.127965,,,$\mathit{I}_\mathrm{PE}$
1.0800E+01,6.615275,,,$\mathit{I}_\mathrm{PE}$
1.0900E+01,7.215512,,,$\mathit{I}_\mathrm{PE}$
1.1000E+01,7.556875,,,$\mathit{I}_\mathrm{PE}$
1.1100E+01,8.097323,,,$\mathit{I}_\mathrm{PE}$
1.1200E+01,8.485772,,,$\mathit{I}_\mathrm{PE}$
1.1300E+01,9.180844,,,$\mathit{I}_\mathrm{PE}$
1.1400E+01,9.532449,,,$\mathit{I}_\mathrm{PE}$
1.1500E+01,10.039321,,,$\mathit{I}_\mathrm{PE}$
1.1600E+01,9.807878,,,$\mathit{I}_\mathrm{PE}$
1.1700E+01,10.785586,,,$\mathit{I}_\mathrm{PE}$
1.1800E+01,10.719653,,,$\mathit{I}_\mathrm{PE}$
1.1900E+01,11.572567,,,$\mathit{I}_\mathrm{PE}$
1.2000E+01,12.200496,,,$\mathit{I}_\mathrm{PE}$
1.2100E+01,12.910376,,,$\mathit{I}_\mathrm{PE}$
1.2200E+01,14.096561,,,$\mathit{I}_\mathrm{PE}$
1.2300E+01,14.778692,,,$\mathit{I}_\mathrm{PE}$
1.2400E+01,16.281277,,,$\mathit{I}_\mathrm{PE}$
1.2500E+01,18.473047,,,$\mathit{I}_\mathrm{PE}$
1.2600E+01,20.119319,,,$\mathit{I}_\mathrm{PE}$
1.2700E+01,22.200450,,,$\mathit{I}_\mathrm{PE}$
1.2800E+01,25.168264,,,$\mathit{I}_\mathrm{PE}$
1.2900E+01,26.398409,,,$\mathit{I}_\mathrm{PE}$
1.3000E+01,28.741660,,,$\mathit{I}_\mathrm{PE}$
1.3100E+01,34.165400,,,$\mathit{I}_\mathrm{PE}$
1.3200E+01,37.548074,,,$\mathit{I}_\mathrm{PE}$
1.3300E+01,39.596120,,,$\mathit{I}_\mathrm{PE}$
1.3400E+01,39.976442,,,$\mathit{I}_\mathrm{PE}$
1.3500E+01,40.371423,,,$\mathit{I}_\mathrm{PE}$
1.3600E+01,41.433271,,,$\mathit{I}_\mathrm{PE}$
1.3700E+01,41.524187,,,$\mathit{I}_\mathrm{PE}$
1.3800E+01,42.863815,,,$\mathit{I}_\mathrm{PE}$
1.3900E+01,43.420826,,,$\mathit{I}_\mathrm{PE}$
1.4000E+01,43.628973,,,$\mathit{I}_\mathrm{PE}$
1.4100E+01,44.757480,,,$\mathit{I}_\mathrm{PE}$
1.4200E+01,45.917072,,,$\mathit{I}_\mathrm{PE}$
1.4300E+01,46.018791,,,$\mathit{I}_\mathrm{PE}$
1.4400E+01,47.720208,,,$\mathit{I}_\mathrm{PE}$
1.4500E+01,47.980546,,,$\mathit{I}_\mathrm{PE}$
1.4600E+01,45.616206,,,$\mathit{I}_\mathrm{PE}$
1.4700E+01,45.332765,,,$\mathit{I}_\mathrm{PE}$
1.4800E+01,46.039603,,,$\mathit{I}_\mathrm{PE}$
1.4900E+01,46.672214,,,$\mathit{I}_\mathrm{PE}$
1.5000E+01,47.126679,,,$\mathit{I}_\mathrm{PE}$
1.5100E+01,46.982492,,,$\mathit{I}_\mathrm{PE}$
1.5200E+01,48.827383,,,$\mathit{I}_\mathrm{PE}$
1.5300E+01,47.495961,,,$\mathit{I}_\mathrm{PE}$
1.5400E+01,47.714730,,,$\mathit{I}_\mathrm{PE}$
1.5500E+01,48.185834,,,$\mathit{I}_\mathrm{PE}$
1.5600E+01,48.428989,,,$\mathit{I}_\mathrm{PE}$
1.5700E+01,49.891165,,,$\mathit{I}_\mathrm{PE}$
1.5800E+01,49.016655,,,$\mathit{I}_\mathrm{PE}$
1.5900E+01,48.694623,,,$\mathit{I}_\mathrm{PE}$
1.6000E+01,51.334771,,,$\mathit{I}_\mathrm{PE}$
1.6100E+01,50.256662,,,$\mathit{I}_\mathrm{PE}$
1.6200E+01,48.816171,,,$\mathit{I}_\mathrm{PE}$
1.6300E+01,51.733228,,,$\mathit{I}_\mathrm{PE}$
1.6400E+01,49.036808,,,$\mathit{I}_\mathrm{PE}$
1.6500E+01,48.811321,,,$\mathit{I}_\mathrm{PE}$
1.6600E+01,51.162239,,,$\mathit{I}_\mathrm{PE}$
1.6700E+01,50.280163,,,$\mathit{I}_\mathrm{PE}$
1.6800E+01,50.097140,,,$\mathit{I}_\mathrm{PE}$
1.6900E+01,49.789726,,,$\mathit{I}_\mathrm{PE}$
1.7000E+01,49.968950,,,$\mathit{I}_\mathrm{PE}$
1.7100E+01,48.175929,,,$\mathit{I}_\mathrm{PE}$
1.7200E+01,47.793413,,,$\mathit{I}_\mathrm{PE}$
1.7300E+01,47.958913,,,$\mathit{I}_\mathrm{PE}$
1.7400E+01,49.967488,,,$\mathit{I}_\mathrm{PE}$
1.7500E+01,47.224268,,,$\mathit{I}_\mathrm{PE}$
1.7600E+01,48.431777,,,$\mathit{I}_\mathrm{PE}$
1.7700E+01,48.156806,,,$\mathit{I}_\mathrm{PE}$
1.7800E+01,44.864478,,,$\mathit{I}_\mathrm{PE}$
1.7900E+01,43.451821,,,$\mathit{I}_\mathrm{PE}$
1.8000E+01,40.614166,,,$\mathit{I}_\mathrm{PE}$
1.8100E+01,38.670908,,,$\mathit{I}_\mathrm{PE}$
1.8200E+01,34.982104,,,$\mathit{I}_\mathrm{PE}$
1.8300E+01,28.281628,,,$\mathit{I}_\mathrm{PE}$
1.8400E+01,26.843394,,,$\mathit{I}_\mathrm{PE}$
1.8500E+01,24.578222,,,$\mathit{I}_\mathrm{PE}$
1.8600E+01,22.561427,,,$\mathit{I}_\mathrm{PE}$
1.8700E+01,21.497645,,,$\mathit{I}_\mathrm{PE}$
1.8800E+01,19.698286,,,$\mathit{I}_\mathrm{PE}$
1.8900E+01,18.260145,,,$\mathit{I}_\mathrm{PE}$
1.9000E+01,17.030905,,,$\mathit{I}_\mathrm{PE}$
1.9100E+01,16.667447,,,$\mathit{I}_\mathrm{PE}$
1.9200E+01,15.131444,,,$\mathit{I}_\mathrm{PE}$
1.9300E+01,14.178492,,,$\mathit{I}_\mathrm{PE}$
1.9400E+01,13.397001,,,$\mathit{I}_\mathrm{PE}$
1.9500E+01,12.223578,,,$\mathit{I}_\mathrm{PE}$
1.9600E+01,10.741369,,,$\mathit{I}_\mathrm{PE}$
1.9700E+01,10.636995,,,$\mathit{I}_\mathrm{PE}$
1.9800E+01,9.825156,,,$\mathit{I}_\mathrm{PE}$
1.9900E+01,9.445821,,,$\mathit{I}_\mathrm{PE}$
2.0000E+01,8.250803,,,$\mathit{I}_\mathrm{PE}$
2.0100E+01,7.893746,,,$\mathit{I}_\mathrm{PE}$
2.0200E+01,7.476257,,,$\mathit{I}_\mathrm{PE}$
2.0300E+01,6.572597,,,$\mathit{I}_\mathrm{PE}$
2.0300E+01,6.405717,,,$\mathit{I}_\mathrm{PE}$
2.0400E+01,6.303002,,,$\mathit{I}_\mathrm{PE}$
2.0400E+01,5.998055,,,$\mathit{I}_\mathrm{PE}$
2.0500E+01,5.836040,,,$\mathit{I}_\mathrm{PE}$
2.0500E+01,5.539212,,,$\mathit{I}_\mathrm{PE}$
2.0600E+01,5.675133,,,$\mathit{I}_\mathrm{PE}$
2.0600E+01,5.417299,,,$\mathit{I}_\mathrm{PE}$
2.0700E+01,5.066052,,,$\mathit{I}_\mathrm{PE}$
2.0700E+01,4.940325,,,$\mathit{I}_\mathrm{PE}$
2.0800E+01,4.929908,,,$\mathit{I}_\mathrm{PE}$
2.0800E+01,4.730132,,,$\mathit{I}_\mathrm{PE}$
2.0900E+01,4.298704,,,$\mathit{I}_\mathrm{PE}$
2.0900E+01,4.411563,,,$\mathit{I}_\mathrm{PE}$
2.1000E+01,4.014888,,,$\mathit{I}_\mathrm{PE}$
2.1000E+01,3.943462,,,$\mathit{I}_\mathrm{PE}$
2.1100E+01,3.783713,,,$\mathit{I}_\mathrm{PE}$
2.1100E+01,3.679723,,,$\mathit{I}_\mathrm{PE}$
2.1200E+01,3.183659,,,$\mathit{I}_\mathrm{PE}$
2.1200E+01,2.823146,,,$\mathit{I}_\mathrm{PE}$
2.1300E+01,2.252009,,,$\mathit{I}_\mathrm{PE}$
2.1300E+01,1.877183,,,$\mathit{I}_\mathrm{PE}$
2.1400E+01,1.730138,,,$\mathit{I}_\mathrm{PE}$
2.1400E+01,1.668814,,,$\mathit{I}_\mathrm{PE}$
2.1500E+01,1.663703,,,$\mathit{I}_\mathrm{PE}$
2.1500E+01,1.666613,,,$\mathit{I}_\mathrm{PE}$
2.1600E+01,1.639486,,,$\mathit{I}_\mathrm{PE}$
2.1600E+01,1.625377,,,$\mathit{I}_\mathrm{PE}$
2.1700E+01,1.608446,,,$\mathit{I}_\mathrm{PE}$
2.1700E+01,1.541222,,,$\mathit{I}_\mathrm{PE}$
2.1800E+01,1.562801,,,$\mathit{I}_\mathrm{PE}$
2.1800E+01,1.517609,,,$\mathit{I}_\mathrm{PE}$
2.1900E+01,1.444823,,,$\mathit{I}_\mathrm{PE}$
2.1900E+01,1.516632,,,$\mathit{I}_\mathrm{PE}$
2.2000E+01,1.487825,,,$\mathit{I}_\mathrm{PE}$
2.2000E+01,1.435604,,,$\mathit{I}_\mathrm{PE}$
2.2100E+01,1.426390,,,$\mathit{I}_\mathrm{PE}$
2.2100E+01,1.401283,,,$\mathit{I}_\mathrm{PE}$
2.2200E+01,1.300490,,,$\mathit{I}_\mathrm{PE}$
2.2200E+01,1.331190,,,$\mathit{I}_\mathrm{PE}$
2.2300E+01,1.255158,,,$\mathit{I}_\mathrm{PE}$
2.2300E+01,1.231407,,,$\mathit{I}_\mathrm{PE}$
2.2400E+01,1.233740,,,$\mathit{I}_\mathrm{PE}$
2.2400E+01,1.194165,,,$\mathit{I}_\mathrm{PE}$
2.2500E+01,1.206093,,,$\mathit{I}_\mathrm{PE}$
2.2500E+01,1.167828,,,$\mathit{I}_\mathrm{PE}$
2.2600E+01,1.128158,,,$\mathit{I}_\mathrm{PE}$
2.2600E+01,1.126013,,,$\mathit{I}_\mathrm{PE}$
2.2700E+01,1.130989,,,$\mathit{I}_\mathrm{PE}$
2.2700E+01,1.085650,,,$\mathit{I}_\mathrm{PE}$
2.2800E+01,1.080378,,,$\mathit{I}_\mathrm{PE}$
2.2800E+01,1.001466,,,$\mathit{I}_\mathrm{PE}$
2.2900E+01,0.979639,,,$\mathit{I}_\mathrm{PE}$
2.2900E+01,0.980680,,,$\mathit{I}_\mathrm{PE}$
